플랫폼,브랜드,제품명,중분류_순위,대분류,중분류,소분류,평점,후기 수,가격,URL
화해,루이셀,모델링 컵팩 [레몬],54,마스크_팩,필오프팩,,4.65,48,1800.0,
화해,시드물,올인 닥터 규조토 모델링 고무팩,55,마스크_팩,필오프팩,,4.11,113,22500.0,
화해,템프:31,콜라겐 워터 필 오프 마스크,56,마스크_팩,필오프팩,,4.57,99,38000.0,
화해,닥터자르트,크라이오 러버™ 위드 [브라이트닝비타민씨],57,마스크_팩,필오프팩,,4.0,12,15000.0,
화해,셀비엔,모델링팩 쿨링 고무팩,58,마스크_팩,필오프팩,,4.11,18,1900.0,
화해,안스킨,오리지날 모델링 마스크 [쿨아이스],59,마스크_팩,필오프팩,,4.3,43,14500.0,
화해,설화수,옥용팩,60,마스크_팩,필오프팩,,3.92,88,53000.0,
화해,안나홀츠,모델링팩 [콜라겐],61,마스크_팩,필오프팩,,4.1,20,19500.0,
화해,루이셀,모델링 컵팩 [카카오],62,마스크_팩,필오프팩,,4.57,49,1800.0,
화해,페슬로,더 씨드 리얼 콜라겐 마스크,63,마스크_팩,필오프팩,,4.5,10,7000.0,
화해,브링그린,프레시볼팩 [차콜],64,마스크_팩,필오프팩,,3.92,36,2000.0,
화해,참코스메틱,참 촉촉 스피룰리나 고무 팩,65,마스크_팩,필오프팩,,4.3,23,50000.0,
화해,벨라드뽀,모델링팩 [쿨],66,마스크_팩,필오프팩,,4.36,11,14900.0,
화해,오그체,실면도팩,67,마스크_팩,필오프팩,,3.95,60,17000.0,
화해,루이셀,모델링 컵팩 [홍삼],68,마스크_팩,필오프팩,,4.47,53,1800.0,
화해,에템,리얼 시카 필오프팩,69,마스크_팩,필오프팩,,3.92,13,19900.0,
화해,엘모르,하나로 모델링 마스크 모이스처라이저,70,마스크_팩,필오프팩,,4.29,119,48000.0,
화해,바루랩,[1+1] 블랙 클레이 마스크 2박스 (10매입),71,마스크_팩,필오프팩,,3.95,56,42000.0,
화해,메디필,모델링 팩 [락토모공리프팅],72,마스크_팩,필오프팩,,3.55,11,2000.0,
화해,어플렌티,스킨드링크 슈퍼쿨링 워터팩,73,마스크_팩,필오프팩,,4.26,47,36500.0,
화해,닥터자르트,포어레미디™ 퓨리파잉 머드 마스크,74,마스크_팩,필오프팩,,3.79,43,28000.0,
화해,블랑두부,누본셀 바쿠치올 컴플렉스 달걀마스크,75,마스크_팩,필오프팩,,3.58,19,55000.0,
화해,스킨큐,리커브스킨 물광 모델링 마스크,76,마스크_팩,필오프팩,,4.18,28,40000.0,
화해,토니모리,어성초 시카 쿨링 수분 크림 100ml,1,마스크_팩,슬리핑팩,,4.49,485,19900.0,
화해,풀리,그린 토마토 크림 90ml,2,마스크_팩,슬리핑팩,,4.59,238,26900.0,
화해,바이오던스,하이드로 세라놀 리얼 딥 마스크,3,마스크_팩,슬리핑팩,,4.58,591,20000.0,
화해,다자연,블루 아가베 포어 슬리핑 마스크 100ml,4,마스크_팩,슬리핑팩,,4.69,421,10000.0,
화해,시드물,알로에 에센셜 [지성민감성피부용] 165ml,5,마스크_팩,슬리핑팩,,4.27,5578,8900.0,
화해,시드물,[1+1]꿀 펩타이드 수면 팩 40ml,6,마스크_팩,슬리핑팩,,4.24,6488,9800.0,
화해,메디큐브,콜라겐 나이트 랩핑 마스크,7,마스크_팩,슬리핑팩,,4.43,714,54000.0,
화해,리더스코스메틱,프로 하이드라 아미노 슬리핑 마스크 4ml(30ea+30ea),8,마스크_팩,슬리핑팩,,4.66,634,14400.0,
화해,하우스오브비,하우스오브비 글루타치온 페이스 필름 3매입 (1box),9,마스크_팩,슬리핑팩,,4.62,416,24000.0,
화해,한율,달빛유자 수면팩,10,마스크_팩,슬리핑팩,,4.6,208,34000.0,
화해,라네즈,워터 슬리핑 마스크 EX 70ml,11,마스크_팩,슬리핑팩,,4.47,575,27200.0,
화해,스킨1004,마다가스카르 센텔라 히알루-시카 슬리핑 팩 - 100ml,12,마스크_팩,슬리핑팩,,4.43,1508,14250.0,
화해,시드물,닥터트럽 징크크림 60g,13,마스크_팩,슬리핑팩,,3.98,3472,14800.0,
화해,바노바기,디엑스 마스크 히야 아쿠아플렉스 (7매입),14,마스크_팩,슬리핑팩,,4.65,494,20000.0,
화해,바이오던스,콜라겐 리얼 딥 마스크,15,마스크_팩,슬리핑팩,,4.14,430,20000.0,
화해,알렉산더킴스코,로얄 비비크림 50ML,16,마스크_팩,슬리핑팩,,4.35,416,52800.0,
화해,바이오던스,리프레싱 씨 켈프 리얼 딥 마스크,17,마스크_팩,슬리핑팩,,4.44,120,20000.0,
화해,라운드랩,1025 독도 수면팩 100ml,18,마스크_팩,슬리핑팩,,4.33,1048,16800.0,
화해,리바이포유,리본크림,19,마스크_팩,슬리핑팩,,4.6,376,38000.0,
화해,마녀공장,비피다 바이옴 딥 슬리핑 마스크 100ml,20,마스크_팩,슬리핑팩,,4.7,67,22300.0,
화해,라네즈,시카 슬리핑 마스크 60ml (사은품 증정),21,마스크_팩,슬리핑팩,,4.22,706,25600.0,
화해,빌리프,슈퍼 나이츠 마스크 [멀티비타민],22,마스크_팩,슬리핑팩,,4.61,38,38000.0,
화해,달바,워터풀 비건 슬리핑팩 포타입 1BOX(4ml X12매),23,마스크_팩,슬리핑팩,,4.62,165,24000.0,
화해,브이티코스메틱,시카 슬리핑 마스크,24,마스크_팩,슬리핑팩,,4.27,108,32000.0,
화해,브이티코스메틱,슈퍼 히알론 슬리핑 마스크,25,마스크_팩,슬리핑팩,,4.29,51,23000.0,
화해,새터데이스킨,유자 비타민 씨 슬립 마스크 50ml 수분 광채 물광 수면 슬리핑 크림 팩,26,마스크_팩,슬리핑팩,,4.45,110,15900.0,
화해,제이준,블랙 물광 하이드로 슬리핑 팩 (30개입),27,마스크_팩,슬리핑팩,,4.47,17,25000.0,
화해,빌리프,슈퍼 나이츠 - 리제너레이팅 나이트 마스크,28,마스크_팩,슬리핑팩,,4.71,31,38000.0,
화해,닥터갈라톡,갈라톡사이드 앰플 수면 팩,29,마스크_팩,슬리핑팩,,4.57,99,16800.0,
화해,코스알엑스,찹쌀쫀쫀팩 60ml,30,마스크_팩,슬리핑팩,,3.78,211,13800.0,
화해,휘게,릴리프 캐모마일 크림 85g,31,마스크_팩,슬리핑팩,,4.35,328,28000.0,
화해,설화수,여윤팩,32,마스크_팩,슬리핑팩,,4.42,48,65000.0,
화해,그레이멜린,양배추 슬리핑 팩 150ml (1+1),33,마스크_팩,슬리핑팩,,4.38,114,23900.0,
화해,바노바기,디엑스 마스크 카페인 & 퍼밍 (7매입),34,마스크_팩,슬리핑팩,,4.7,66,20000.0,
화해,퓨어멜로우,아보카도 오아시스 대용량 수분크림,35,마스크_팩,슬리핑팩,,4.5,24,21900.0,
화해,코스알엑스,풀핏 프로폴리스 허니 오버나이트 마스크 60ml,36,마스크_팩,슬리핑팩,,4.71,14,17500.0,
화해,닥터505,에이플러스 퀵카밍 슬리핑마스크 80ml,37,마스크_팩,슬리핑팩,,4.74,115,21000.0,
화해,Snp,시카 판테놀 슬리핑 마스크,38,마스크_팩,슬리핑팩,,4.71,34,32000.0,
화해,바노바기,디엑스 마스크 안티 세범 포어 (7매입),39,마스크_팩,슬리핑팩,,4.71,48,20000.0,
화해,아비브,라이스 프로바이오틱스 오버나이트 마스크 배리어 젤리,40,마스크_팩,슬리핑팩,,4.34,64,28000.0,
화해,스킨아이,호박 붓기 탱탱 크림 팩 65g,41,마스크_팩,슬리핑팩,,4.65,119,31500.0,
화해,BRTC.,V10 멀티 리프트 슬리핑 팩 80ml,42,마스크_팩,슬리핑팩,,4.08,747,13900.0,
화해,르제,바바수하이드레이팅겔,43,마스크_팩,슬리핑팩,,4.93,15,70000.0,
화해,브이티코스메틱,시카 바이탈 나이트 마스크,44,마스크_팩,슬리핑팩,,4.31,16,27000.0,
화해,1.618,샐몬 퍼밍 슬리핑마스크 100g,45,마스크_팩,슬리핑팩,,4.57,88,12900.0,
화해,파인다이브,바쿠치올 앰플 인 마스크,46,마스크_팩,슬리핑팩,,4.55,11,78000.0,
화해,편강율,슬리핑 마스크 120ml,47,마스크_팩,슬리핑팩,,4.6,10,10900.0,
화해,바노바기,디엑스 마스크 AC & AC 스팟 (7매입),48,마스크_팩,슬리핑팩,,4.46,65,20000.0,
화해,브링그린,슈퍼레몬글루타치온슬리핑팩,49,마스크_팩,슬리핑팩,,3.83,18,19000.0,
화해,스킨아이,AC 퓨어 수더 슬리핑 팩 120ml,50,마스크_팩,슬리핑팩,,4.04,757,14900.0,
화해,바노바기,디엑스 마스크 브라이트 & 영 (7매입),51,마스크_팩,슬리핑팩,,4.67,51,20000.0,
화해,세렌포즈,브라이트닝 인텐시브 크림,52,마스크_팩,슬리핑팩,,4.67,43,28500.0,
화해,아이소이,블레미쉬 케어 슬리핑팩 50ml,53,마스크_팩,슬리핑팩,,4.04,220,44100.0,
화해,올웨이즈비퓨어,문캣 리치 모이스트 그리너리 슬리핑 마스크 150ml 듀오,54,마스크_팩,슬리핑팩,,4.44,77,19900.0,
화해,라시뎀,매트릭스 더마 시스템 피토 엑소좀 세럼 겔 마스크,55,마스크_팩,슬리핑팩,,4.4,10,67000.0,
화해,오린힐,웰모닝 슬리핑 마스크,56,마스크_팩,슬리핑팩,,4.25,32,29000.0,
화해,라네즈,바운시 앤 펌 슬리핑 마스크 60ml (사은품 증정),57,마스크_팩,슬리핑팩,,4.0,19,32400.0,
화해,닥터자르트,시카페어™ 슬리페어 인텐시브 수딩 리페어 마스크,58,마스크_팩,슬리핑팩,,4.29,28,44000.0,
화해,빌리프,아쿠아 밤 슬리핑 마스크,59,마스크_팩,슬리핑팩,,4.28,25,37000.0,
화해,BRTC.,타임 에잇 리프토닝 콜라겐 크림 80ml,60,마스크_팩,슬리핑팩,,4.58,12,36000.0,
화해,브링그린,프레시볼팩 [티트리],61,마스크_팩,슬리핑팩,,4.18,38,2000.0,
화해,록시땅,이모르뗄 디바인 크림 마스크,62,마스크_팩,슬리핑팩,,4.07,15,160000.0,
화해,펠드아포테케,Hg-100 오버나이트마스크,63,마스크_팩,슬리핑팩,,4.4,15,4000.0,
화해,노모크,녹턴 슬리핑 팩 나이트 케어 솔루션,64,마스크_팩,슬리핑팩,,4.52,99,58000.0,
화해,닥터오라클,21STAY 블루베리 슬리핑마스크 100ml,65,마스크_팩,슬리핑팩,,4.2,20,14900.0,
화해,브이티코스메틱,프로그로스 슬리핑 마스크,66,마스크_팩,슬리핑팩,,4.09,22,3000.0,
화해,이즈앤트리,히아루론산 워터 슬리핑 마스크 100ml,67,마스크_팩,슬리핑팩,,4.09,11,19800.0,
화해,미샤,톡스 비건 착즙 포켓 수면팩 [스킨스무더],68,마스크_팩,슬리핑팩,,4.3,10,1500.0,
화해,BRTC.,판테놀 리바이탈 슬리핑 팩,69,마스크_팩,슬리핑팩,,3.89,104,32000.0,
화해,나이팅게일,C-토닝 슬리핑 마스크 100ml,70,마스크_팩,슬리핑팩,,4.73,15,18000.0,
화해,바이오더마,하이드라비오 나이트 크림,71,마스크_팩,슬리핑팩,,3.62,222,33000.0,
화해,앤서가든,산들허브 수분진정 크림,72,마스크_팩,슬리핑팩,,4.44,102,29000.0,
화해,블리블리,워터 물광밤 50g,73,마스크_팩,슬리핑팩,,3.88,438,32000.0,
화해,아이소이,인텐시브 리프팅 마스크팩 50ml,74,마스크_팩,슬리핑팩,,4.03,100,47200.0,
화해,시슬리,젤 익스쁘레스 오 플뢰르,75,마스크_팩,슬리핑팩,,3.81,113,150000.0,
화해,차앤박화장품,프로폴리스 문나이트 팩,76,마스크_팩,슬리핑팩,,4.23,31,28000.0,
화해,메르필,레드스킨 오버나이트 팩,77,마스크_팩,슬리핑팩,,4.17,12,39000.0,
화해,마녀공장,비타민 트리 브라이트닝 팩 75ml,78,마스크_팩,슬리핑팩,,3.78,63,16900.0,
화해,넘버즈인,8번 착한 시카 세럼,79,마스크_팩,슬리핑팩,,3.9,40,28000.0,
화해,프레쉬,로즈 딥 하이드레이션 슬리핑 마스크,80,마스크_팩,슬리핑팩,,3.74,27,74000.0,
화해,비디비치,하이드라 인텐스 히알루론7 어드밴스드 오버나이트 마스크,81,마스크_팩,슬리핑팩,,4.2,139,65000.0,
화해,포켓페이퍼,인퓨전 나이트 트리트먼트,82,마스크_팩,슬리핑팩,,4.28,116,37000.0,
화해,이스라이브러리,오버나이트 마스크,83,마스크_팩,슬리핑팩,,4.68,19,43000.0,
화해,피토트리,네이처 마인드 콜라겐 슬리핑 팩,84,마스크_팩,슬리핑팩,,4.28,46,24000.0,
화해,밀크터치,글로시 모이스처 버블 팩,85,마스크_팩,슬리핑팩,,4.06,18,28000.0,
화해,RNW,더 스페셜 슬리핑 마스크,86,마스크_팩,슬리핑팩,,4.18,22,33000.0,
화해,브링그린,프레시볼팩 [대나무],87,마스크_팩,슬리핑팩,,3.57,23,2000.0,
화해,캐롤프랑크,마스끄 크렘 뉴트리티브,88,마스크_팩,슬리핑팩,,3.74,19,98000.0,
화해,콩당세,유스 크리미 마스크,89,마스크_팩,슬리핑팩,,4.2,10,63000.0,
화해,크리니크,모이스춰 써지 오버나이트 마스크,90,마스크_팩,슬리핑팩,,3.64,69,47000.0,
화해,015,얼라이브,91,마스크_팩,슬리핑팩,,3.82,11,82900.0,
화해,라모수,리프팅 업 슬리핑 팩,92,마스크_팩,슬리핑팩,,4.04,49,30000.0,
화해,마스카컴퍼니,수분광 세럼,93,마스크_팩,슬리핑팩,,3.66,71,42000.0,
화해,뮤렌,셀 리쥬브네이팅 슬리핑 크림,94,마스크_팩,슬리핑팩,,3.83,29,48000.0,
화해,수아담누팡,타이거리프 슬리핑마스크,95,마스크_팩,슬리핑팩,,4.31,16,23000.0,
화해,엘리자베카,밀키피기 워터코팅 아쿠아 마스크,96,마스크_팩,슬리핑팩,,4.3,10,,
화해,파티온,노스카나인 스팟 패치 102매,1,마스크_팩,패치,,4.62,1857,12000.0,
화해,닥터오라클,터핀아크 스팟패치 92매 2개입 총 184매 (1+1),2,마스크_팩,패치,,4.55,1008,10900.0,
화해,마데카21,릴리프 스팟케어패치,3,마스크_팩,패치,,4.5,22,2000.0,
화해,마녀공장,프록실 AC 레스큐 스팟 패치,4,마스크_팩,패치,,4.52,23,5500.0,
화해,파티온,파워퍼프걸 에디션 노스카나인 트러블 스팟 패치 12매 X 2개(총 24매),5,마스크_팩,패치,,4.5,22,20000.0,
화해,해서린,스팟케어 시카 플러스 마이크로 딥패치 9매,6,마스크_팩,패치,,4.67,12,9500.0,
화해,스킨푸드,시카 클리어 스팟 패치 100매 (2개),7,마스크_팩,패치,,4.68,34,24000.0,
화해,트루다이브,스피디 트러블 케어 패치,8,마스크_팩,패치,,4.55,47,15000.0,
화해,다이소,미모랑 마이크로니들 트러블패치,9,마스크_팩,패치,,4.5,18,3000.0,
화해,해서린,스팟케어 패치 키트 152매,10,마스크_팩,패치,,4.25,32,8700.0,
화해,휴캄,킨츠키 하트 탄력 패치 (24매입),11,마스크_팩,패치,,4.31,302,9500.0,
화해,놀라아워,스팟 이레이저 블루 패치 63매,12,마스크_팩,패치,,4.92,12,8900.0,
화해,싸이닉,시카 블레미쉬 클리어 스팟 패치,13,마스크_팩,패치,,4.37,250,12000.0,
화해,아크네스,3초 진정 패치,14,마스크_팩,패치,,4.31,49,9500.0,
화해,이지덤,이지덤 퀵카밍,15,마스크_팩,패치,,4.01,258,8000.0,
화해,아크네스,스팟 클리어 크림 패치 18ml,16,마스크_팩,패치,,4.31,16,12000.0,
화해,큐어시스,어성초 아크페어 스팟패치 90매입,17,마스크_팩,패치,,4.36,132,6800.0,
화해,W.피부연구소,AC+ 트러블 패치 120매입 (2개입),18,마스크_팩,패치,,4.15,60,9900.0,
화해,클리어티앤,더마 SOS 릴리프 패치,19,마스크_팩,패치,,4.32,110,11000.0,
화해,동국제약,메디패치 마데카 아크큐,20,마스크_팩,패치,,4.06,17,7900.0,
화해,이지덤,릴리프,21,마스크_팩,패치,,4.1,142,7000.0,
화해,바이오힐보,판테셀 리페어시카 마이크로 스팟패치,22,마스크_팩,패치,,3.75,57,16300.0,
화해,아크로패스,트러블큐어,23,마스크_팩,패치,,4.0,11,12000.0,
화해,지나인스킨,AC+ 솔루션 칼라민 젤 스팟 패치,24,마스크_팩,패치,,4.29,14,12000.0,
화해,셀올로지,멜리턴 패치 & 앰플,25,마스크_팩,패치,,4.1,51,99000.0,
화해,매드포코스,매드포코스 링클 마스터 패치 32patches,26,마스크_팩,패치,,4.07,103,8500.0,
화해,이니스프리,레티놀 시카 앰플 포커싱 패치 1ea,27,마스크_팩,패치,,3.79,87,10200.0,
화해,바이오디티디,스팟 카밍 패치,28,마스크_팩,패치,,4.07,115,7900.0,
화해,아크로패스,스팟이레이저,29,마스크_팩,패치,,4.23,13,9800.0,
화해,코코스타,옐로 크림 패치 20ml + 오코텍스 순면 멸균 면봉 50pcs,30,마스크_팩,패치,,3.86,318,22000.0,
화해,놀라아워,스팟 이레이저 그린 패치 9매,31,마스크_팩,패치,,4.5,12,9900.0,
화해,파넬,시카마누 클리어 패치 [멀티],32,마스크_팩,패치,,3.72,18,18000.0,
화해,아리얼,트루 AC 스팟 커버 [비포케어],33,마스크_팩,패치,,4.08,200,,
화해,아이소이,아크니 닥터 1st 스피디 마이크로샷 패치,34,마스크_팩,패치,,4.08,12,13500.0,
화해,스노우투플러스,AC 마그네슘 패치 [소형],35,마스크_팩,패치,,4.02,118,9800.0,
화해,엘라밴드,하이드로도트 티트리,36,마스크_팩,패치,,4.1,21,10000.0,
화해,미샤,스피디 솔루션 [트러블패치세트],37,마스크_팩,패치,,4.01,80,3500.0,
화해,트러블레스,마이크로포인트 패치,38,마스크_팩,패치,,4.22,349,15000.0,
화해,차앤박화장품,안티-블레미쉬 스팟 패치,39,마스크_팩,패치,,3.87,259,14000.0,
화해,일소,인텐시브 아크네-클리어 멀티존 패치 14mm x 9EA,40,마스크_팩,패치,,4.0,14,18000.0,
화해,넘버즈인,2번 트러블 미라클 더블 키트 [패치],41,마스크_팩,패치,,3.64,11,,
화해,에르쯔틴,리제너레이티브 실트 니들 패치,42,마스크_팩,패치,,3.84,111,18000.0,
화해,메디폼,트러블큐어,43,마스크_팩,패치,,4.07,120,13000.0,
화해,벨르엘르,피디알엔 리쥬베네이팅 프로 패치,44,마스크_팩,패치,,4.06,99,68000.0,
화해,라보타치,아크티올 스팟 패치,45,마스크_팩,패치,,4.36,14,10500.0,
화해,리얼베리어,컨트롤-T 스팟 클리어 패치,46,마스크_팩,패치,,3.79,24,6000.0,
화해,파파레서피,핑크 파우더 스팟 젤 패치 20ml,47,마스크_팩,패치,,3.62,13,9000.0,
화해,브링그린,티트리 시카 스팟 패치,48,마스크_팩,패치,,4.05,22,7500.0,
화해,쁘띠페,아우라 쿼츠 하이드로겔 아이패치 블루,49,마스크_팩,패치,,4.0,11,20000.0,
화해,메디힐,에이제로샷 스킨 드레싱 패치,50,마스크_팩,패치,,4.07,15,6000.0,
화해,3M넥스케어,이지픽 블레미쉬 패치 릴리프,51,마스크_팩,패치,,3.73,45,8600.0,
화해,스킨애,아크윈 스팟 케어 패치 (투명패치),52,마스크_팩,패치,,3.51,256,3900.0,
화해,시드물,아크바이 트러블 마이크로 니들패치,53,마스크_팩,패치,,3.47,38,9800.0,
화해,아르페,퍼스트 두 스팟 패치 (9구),54,마스크_팩,패치,,3.8,10,16000.0,
화해,케어존,닥터솔루션 아큐어 스팟패치,55,마스크_팩,패치,,3.73,44,5000.0,
화해,라보타치,아크티올 치크 패치,56,마스크_팩,패치,,3.92,13,10000.0,
화해,니들리,패치 안티트러블 겟 리드 오브 (2.5mg*4ea + 4mg*4ea),57,마스크_팩,패치,,3.31,160,31800.0,
화해,니들리,패치 안티 스팟 딥 브라이트닝,58,마스크_팩,패치,,4.0,15,15900.0,
화해,큐어시스,다크 스팟 AC 패치 (9개입),59,마스크_팩,패치,,3.59,17,11800.0,
화해,일소,네추럴 마일드 클리어 노우즈 팩 8매+클렌징 오일 30ml(+소프트너 샤쉐 3매 증정),1,마스크_팩,코팩,,4.5,3557,14900.0,
화해,메디힐,블랙헤드 멜팅 클리어 코팩 4매+4매,2,마스크_팩,코팩,,4.55,591,25000.0,
화해,라운드랩,소나무 진정 시카 코팩 5매입,3,마스크_팩,코팩,,4.56,176,18500.0,
화해,원데이즈유,피지쏙쏙 노모어 블랙헤드 100ml+1/2 화장솜,4,마스크_팩,코팩,,4.16,2148,14900.0,
화해,브링그린,티트리 시카 포어 코팩,5,마스크_팩,코팩,,4.7,57,7900.0,
화해,해서린,"포어 멜팅 와이드 슈링코팩 4매입 (1제 5g, 2제 5g)",6,마스크_팩,코팩,,4.6,208,11500.0,
화해,차앤박화장품,안티포어 블랙헤드 클리어 키트,7,마스크_팩,코팩,,4.09,2268,34000.0,
화해,시드물,데일리 포어 클리닉 [1제 디졸브에센스],8,마스크_팩,코팩,,4.19,124,13700.0,
화해,이아이오,안티 포어 블랙헤드 키트 (5회분),9,마스크_팩,코팩,,4.42,217,15000.0,
화해,닥터엘시아,블랙헤드 제로 투스텝 노즈 패치,10,마스크_팩,코팩,,4.67,15,16000.0,
화해,나이팅게일,3단계 빅사이즈 문어코팩 타코팩 노즈 (5회분),11,마스크_팩,코팩,,4.32,28,11000.0,
화해,미팩토리,3단 돼지코팩 3매,12,마스크_팩,코팩,,3.77,307,8900.0,
화해,나이팅게일,3단계 슈퍼사이즈 문어흡착팩 타코팩 (3회분),13,마스크_팩,코팩,,3.92,134,12000.0,
화해,씨라클,포어컨트롤 블랙헤드 오프시트,14,마스크_팩,코팩,,4.12,67,17000.0,
화해,이너프,보니벨 3STEP 콜라겐 돼지코팩,15,마스크_팩,코팩,,4.42,12,18000.0,
화해,어퓨,깨비깨비 블랙헤드 3단 코팩,16,마스크_팩,코팩,,3.96,96,1000.0,
화해,차앤박화장품,안티포어 블랙헤드 클리어 키트 스트립,17,마스크_팩,코팩,,3.86,49,8600.0,
화해,큐릿,에그 버블 2단 코 팩,18,마스크_팩,코팩,,4.7,10,2500.0,
화해,더블앤제로,피기 걸 3 step 코 팩,19,마스크_팩,코팩,,4.18,11,3500.0,
화해,미팩토리,1단 돼지코팩 10매,20,마스크_팩,코팩,,3.54,28,9900.0,
화해,차앤박화장품,안티포어 블랙헤드 버블 코팩,21,마스크_팩,코팩,,4.0,20,4000.0,
화해,미팩토리,녹여쓰는 돼지코팩 4매,22,마스크_팩,코팩,,3.33,24,8900.0,
화해,네이처리퍼블릭,블랙헤드 클리어 코팩,23,마스크_팩,코팩,,3.4,25,500.0,
화해,토니모리,타코포어 원샷 코팩,24,마스크_팩,코팩,,4.11,19,2000.0,
화해,퓨리피아,메타바이옴 토너패드 60매 더블기획(+메타바이옴 크림 30ml),1,마스크_팩,부분마스크패드,,4.73,2848,16900.0,
화해,일루미엘,[2/28 예약배송] 물결 수분 네모패드 60매 2개 (+수분 네모패드 3매입*10개),2,마스크_팩,부분마스크패드,,4.75,2352,33600.0,
화해,스킨푸드,캐롯 카로틴 카밍 워터 패드 60매,3,마스크_팩,부분마스크패드,,4.55,12996,15600.0,
화해,리브엠,워터핏 8중 수분착붙 대왕패드 90매 기획(패드 60매+패드30매),4,마스크_팩,부분마스크패드,,4.7,2686,16800.0,
화해,구달,어성초 히알루론 수딩 클리어패드 (70매),5,마스크_팩,부분마스크패드,,4.73,735,20800.0,
화해,잇츠스킨,파워10 감초줄렌 진정 젤리패드 리필세트 (패드 70매+리필 30매),6,마스크_팩,부분마스크패드,,4.65,6945,24500.0,
화해,비플레인,시카테롤 블레미쉬 패드 70매 기획 (+패드 10매+시카테롤 앰플 5ml),7,마스크_팩,부분마스크패드,,4.7,2180,15600.0,
화해,메디힐,티트리 트러블 패드 100매,8,마스크_팩,부분마스크패드,,4.58,4388,18400.0,
화해,메디힐,마데카소사이드 흔적 패드 100매+리필 100매,9,마스크_팩,부분마스크패드,,4.44,2808,46900.0,
화해,더마펌,수딩 리페어 토닝 패드 R4 70매,10,마스크_팩,부분마스크패드,,4.69,1221,21000.0,
화해,리브엠,시카좀 카밍 클리어 패드 80매(+시카좀패드10매),11,마스크_팩,부분마스크패드,,4.75,686,14000.0,
화해,에스네이처,아쿠아 오아시스 판테알란 카밍패드 60매 + 수분크림 10ml,12,마스크_팩,부분마스크패드,,4.75,706,19900.0,
화해,리더스코스메틱,보습 영양 패드 본품+리필(60매+60매),13,마스크_팩,부분마스크패드,,4.75,549,19900.0,
화해,셀퓨전씨,포스트 알파 퍼스트 쿨링 패드 70매,14,마스크_팩,부분마스크패드,,4.69,786,15900.0,
화해,듀이트리,AC 컨트롤 EX 딥 그린 카밍 패드 60매,15,마스크_팩,부분마스크패드,,4.57,1416,14900.0,
화해,스킨푸드,포테이토 마데카소사이드 수딩패드 60매+포테이토 패드 세트 증정,16,마스크_팩,부분마스크패드,,4.48,657,26000.0,
화해,넘버즈인,1번 시카 갈아만든 초록패드 70매,17,마스크_팩,부분마스크패드,,4.47,1460,20800.0,
화해,토리든,다이브인 저분자 히알루론산 멀티패드 160ml 80매 (2개묶음),18,마스크_팩,부분마스크패드,,4.57,1671,31000.0,
화해,마녀공장,히더 카밍 에센스 패드 60매(270ml) (+패드2매입 x5장),19,마스크_팩,부분마스크패드,,4.62,1909,20500.0,
화해,라운드랩,자작나무 수분 패드 80매,20,마스크_팩,부분마스크패드,,4.65,1547,22500.0,
화해,아페리레,순수 블루 토너패드 70매+리필 70매,21,마스크_팩,부분마스크패드,,4.62,1042,19800.0,
화해,초록초롱,비건 허브 각질 피지케어 제주 페퍼민트 토너패드(280ml*70패드),22,마스크_팩,부분마스크패드,,4.66,622,26100.0,
화해,잇츠스킨,파워10 감초줄렌 토너패드 듀오세트 60매 (2개입),23,마스크_팩,부분마스크패드,,4.68,449,33900.0,
화해,듀이트리,AC 딥 흔적 진정 잡티 패드 80매,24,마스크_팩,부분마스크패드,,4.67,246,14900.0,
화해,아비브,어성초 스팟 패드 카밍 터치 80매,25,마스크_팩,부분마스크패드,,4.38,2036,21600.0,
화해,아누아,어성초 77 클리어 패드 70매,26,마스크_팩,부분마스크패드,,4.3,2044,19600.0,
화해,이즈앤트리,어니언 뉴페어 클리어 패드 60매,27,마스크_팩,부분마스크패드,,4.53,1026,24900.0,
화해,주미소,안티옥시던트 글로우 토닝 패드 70매,28,마스크_팩,부분마스크패드,,4.7,495,15600.0,
화해,더마토리,하이포알러제닉 시카 거즈 패드 (23AD),29,마스크_팩,부분마스크패드,,4.41,6711,16400.0,
화해,듀이트리,픽앤퀵 카밍풀 뜯어쓰는 더블 패드 100매,30,마스크_팩,부분마스크패드,,4.75,158,15200.0,
화해,에스트라,에이시카 365 소프트 진정 팩 패드,31,마스크_팩,부분마스크패드,,4.54,475,28000.0,
화해,스킨1004,마다가스카르 센텔라 퀵 카밍 패드 70매,32,마스크_팩,부분마스크패드,,4.57,81,21000.0,
화해,듀이트리,픽앤퀵 화장발 뜯어쓰는 더블 패드 100매,33,마스크_팩,부분마스크패드,,4.67,153,15200.0,
화해,메디힐,콜라겐 채움 패드 100매,34,마스크_팩,부분마스크패드,,4.63,388,20000.0,
화해,더랩바이블랑두,그린 플라보노이드 2.5패드 90매 + 리필 90매,35,마스크_팩,부분마스크패드,,4.61,860,29900.0,
화해,셀퓨전씨,포스트 알파 시카 쿨링 패드 70매,36,마스크_팩,부분마스크패드,,4.72,187,15000.0,
화해,리더스코스메틱,잡티 흔적 패드 본품+리필(80매+80매),37,마스크_팩,부분마스크패드,,4.46,598,19900.0,
화해,피캄,베리어 사이클 락토P 토너패드 60매,38,마스크_팩,부분마스크패드,,4.47,744,22900.0,
