플랫폼,브랜드,제품명,중분류_순위,대분류,중분류,소분류,평점,후기 수,가격,URL
화해,다자연,어성초 케어 세럼,31,스킨케어,에센스_앰플_세럼,,4.53,11294,20000.0,
화해,에스트라,아토베리어365 하이드로 에센스 200ml (사은품 증정),32,스킨케어,에센스_앰플_세럼,,4.58,1766,25600.0,
화해,닥터오라클,레티놀 앰플 30ml 세트 (앰플30ml+크림10mlx2EA+팩 5매),33,스킨케어,에센스_앰플_세럼,,4.64,4491,19900.0,
화해,웰라쥬,하이퍼 펩타이드 보툴리들 앰플 50ml (2개입) (+마스크 5매 증정),34,스킨케어,에센스_앰플_세럼,,4.57,748,48000.0,
화해,리브엠,엑소코어 워터풀 텐션 앰플 30ml 듀오(+앰플키트 3개 증정),35,스킨케어,에센스_앰플_세럼,,4.6,2558,21900.0,
화해,리브엠,엑소코어 카밍 텐션 앰플 30ml(+시카크림20ml),36,스킨케어,에센스_앰플_세럼,,4.55,2257,13000.0,
화해,본어글리,퍼밍 켈프 캡슐 앰플 50ml,37,스킨케어,에센스_앰플_세럼,,4.69,1108,23900.0,
화해,라운드랩,자작나무 수분 앰플 50ml,38,스킨케어,에센스_앰플_세럼,,4.63,900,19900.0,
화해,다자연,블루 아가베 포어 세럼(모공 세럼) 37ml,39,스킨케어,에센스_앰플_세럼,,4.67,1303,10000.0,
화해,코스알엑스,더 나이아신아마이드 15 세럼 20ml,40,스킨케어,에센스_앰플_세럼,,4.6,683,16100.0,
화해,이니스프리,레티놀 피디알엔 스킨부스터 앰플 25ml + PDRN 스킨부스터 토너 170ml +기프트,41,스킨케어,에센스_앰플_세럼,,4.61,398,48750.0,
화해,코스알엑스,더 알파-알부틴 2 디스컬러레이션 케어 세럼 50ml (2개입),42,스킨케어,에센스_앰플_세럼,,4.61,381,34500.0,
화해,잇츠스킨,파워10 감초줄렌 이펙터 기획세트 (본품 30ml*2+이펙터 리필 30ml),43,스킨케어,에센스_앰플_세럼,,4.57,2657,21800.0,
화해,더마팩토리,[비건인증] 더마팩토리 나이아신아마이드 20% 세럼 30ml,44,스킨케어,에센스_앰플_세럼,,4.59,710,6000.0,
화해,비햅,슬로우차가 광채탄력 페이스 아이 세럼 50ml,45,스킨케어,에센스_앰플_세럼,,4.69,633,44100.0,
화해,백아율,모이스처 밸런싱 세럼 50ml,46,스킨케어,에센스_앰플_세럼,,4.73,1938,14700.0,
화해,이즈앤트리,어니언 뉴페어 B5 앰플 50ml,47,스킨케어,에센스_앰플_세럼,,4.51,719,21500.0,
화해,스킨1004,마다가스카르 센텔라 프로바이오시카 인텐시브 앰플_50ml,48,스킨케어,에센스_앰플_세럼,,4.72,980,16500.0,
화해,스킨1004,마다가스카르 센텔라 앰플 - 100ml,49,스킨케어,에센스_앰플_세럼,,4.21,7538,16500.0,
화해,오어스,트리플 레이어 히알루론시카 7초 세럼 인 앰플 105ml+15ml+15ml,50,스킨케어,에센스_앰플_세럼,,4.67,302,21500.0,
화해,비건이펙트,10% 순수비타민C 기미잡티 카카두 파우더 믹스 앰플 15g,51,스킨케어,에센스_앰플_세럼,,4.36,795,21000.0,
화해,수이스킨,탄탄한 비건 콜라겐 앰플 40ml (2개입),52,스킨케어,에센스_앰플_세럼,,4.61,1165,38400.0,
화해,에스트라,에이시카 365 흔적 진정 세럼 40ml,53,스킨케어,에센스_앰플_세럼,,4.37,1362,30400.0,
화해,넘버즈인,3번 보들보들 결 세럼 50ml,54,스킨케어,에센스_앰플_세럼,,4.27,2506,24000.0,
화해,에스트라,아토베리어365 세라-히알 속수분 앰플 30ml x 2,55,스킨케어,에센스_앰플_세럼,,4.61,178,52800.0,
화해,트웬티케이,비타민C 앰플 세럼 60ml,56,스킨케어,에센스_앰플_세럼,,4.56,345,23000.0,
화해,이즈앤트리,초저분자 히아루론산 세럼 50ml,57,스킨케어,에센스_앰플_세럼,,4.66,1505,15900.0,
화해,이니스프리,그린티 씨드 히알루론산 세럼 (리필) 80mL,58,스킨케어,에센스_앰플_세럼,,4.5,861,18750.0,
화해,메디필,히알루론산 레이어 물톡스 앰플 100ml,59,스킨케어,에센스_앰플_세럼,,4.56,562,29000.0,
화해,에스트라,리제덤365 모공탄력 캡슐세럼 30ml (사은품 증정),60,스킨케어,에센스_앰플_세럼,,4.55,515,38400.0,
화해,스킨푸드,로열허니 프로폴리스 인리치 에센스 50ml,61,스킨케어,에센스_앰플_세럼,,4.42,4087,32000.0,
화해,비그린,무향 시카 세럼 50ml,62,스킨케어,에센스_앰플_세럼,,4.58,960,22500.0,
화해,시드물,스킨소스 D-판테놀 앰플 12ml,63,스킨케어,에센스_앰플_세럼,,4.38,2836,9800.0,
화해,브이티코스메틱,리들샷 100,64,스킨케어,에센스_앰플_세럼,,4.36,982,32000.0,
화해,닥터오라클,페어리페어 수레국화 수분 대용량 앰플 150ml 1+1 더블기획,65,스킨케어,에센스_앰플_세럼,,4.61,704,14900.0,
화해,닥터오라클,센텔라바이옴 시카 진정 앰플 50ml,66,스킨케어,에센스_앰플_세럼,,4.69,1392,15900.0,
화해,어바웃미,숲 진정 수분 세럼 50ml,67,스킨케어,에센스_앰플_세럼,,4.6,646,19600.0,
화해,블랙글로우,핑크 시카 모이스트 앰플 50ml,68,스킨케어,에센스_앰플_세럼,,4.61,1662,16900.0,
화해,메디힐,마데카소사이드 더마 앰플 흔적 리페어 50ml,69,스킨케어,에센스_앰플_세럼,,4.78,138,21000.0,
화해,브이티코스메틱,글루카뮨 에센스,70,스킨케어,에센스_앰플_세럼,,4.55,242,23000.0,
화해,코스알엑스,더 비타민씨 13 세럼 20ml,71,스킨케어,에센스_앰플_세럼,,4.44,513,15300.0,
화해,이니스프리,비타C엔자임잡티토닝세럼 30ML + 비타C엔자임잡티토닝패드 60매 +기프트,72,스킨케어,에센스_앰플_세럼,,4.45,276,46200.0,
화해,메디힐,스피큘 모공 탄력 시스템 마스크 1 10매,73,스킨케어,에센스_앰플_세럼,,4.55,498,45000.0,
화해,리더스코스메틱,카밍 바이오틱스 블레미쉬 세럼 30ml+30ml,74,스킨케어,에센스_앰플_세럼,,4.64,958,34900.0,
화해,비비드로우,나이아신 어니언 올 클리어 세럼 40ml 더블 기획,75,스킨케어,에센스_앰플_세럼,,4.6,1162,35000.0,
화해,린제이,엄청 큰 보습 멀티 앰플 500ml,76,스킨케어,에센스_앰플_세럼,,4.65,428,8900.0,
화해,아렌시아,홀리 히솝 쿨톤 세럼 30 50g,77,스킨케어,에센스_앰플_세럼,,4.41,152,42000.0,
화해,네이처리퍼블릭,비타페어C 미백 잡티세럼 45ml,78,스킨케어,에센스_앰플_세럼,,4.28,2772,17430.0,
화해,"디어,클레어스",미드나잇 블루 유스 액티베이팅 드롭 20ml,79,스킨케어,에센스_앰플_세럼,,4.53,523,29500.0,
화해,아비브,부활초 비피다 세럼 퍼밍 드롭 50ml,80,스킨케어,에센스_앰플_세럼,,4.54,305,22400.0,
화해,마일드랩,"마일드랩 딥 멜라케어 기미 잡티 미백 색소침착 앰플, 50ml",81,스킨케어,에센스_앰플_세럼,,4.5,248,24400.0,
화해,메디힐,비타민씨 브라이트닝 세럼 100ml,82,스킨케어,에센스_앰플_세럼,,4.51,277,32000.0,
화해,아누아,복숭아 70 나이아신 세럼 30ml,83,스킨케어,에센스_앰플_세럼,,4.22,428,19900.0,
화해,싸이닉,히알 스피큘 세럼 150샷 30ml,84,스킨케어,에센스_앰플_세럼,,4.61,158,9900.0,
화해,마녀공장,갈락토미 나이아신 에센스 50ml x2 (+갈락크림15ml),85,스킨케어,에센스_앰플_세럼,,4.14,6012,35000.0,
화해,넘버즈인,5번 글루타치온C 흔적 앰플 30ml,86,스킨케어,에센스_앰플_세럼,,4.32,441,22400.0,
화해,에스트라,테라크네365 액티브 세럼 30ml 기획,87,스킨케어,에센스_앰플_세럼,,4.49,635,29400.0,
화해,아이소이,블레미쉬 케어업 세럼(잡티세럼) 35ml,88,스킨케어,에센스_앰플_세럼,,4.29,2282,44100.0,
화해,믹순,콩 에센스 50ml 기획(+비피다 마스크 2개),89,스킨케어,에센스_앰플_세럼,,4.47,2566,34400.0,
화해,파티온,노스카나인 트러블 모공탄력 세럼 30ml,90,스킨케어,에센스_앰플_세럼,,4.54,139,25000.0,
화해,풀리,그린 토마토 세럼 30ml,91,스킨케어,에센스_앰플_세럼,,4.5,249,23900.0,
화해,프리메라,유스 래디언스 비타티놀 세럼,92,스킨케어,에센스_앰플_세럼,,4.53,407,40000.0,
화해,디오디너리,나이아신아마이드 10％ + 징크 1％,93,스킨케어,에센스_앰플_세럼,,4.06,2700,7000.0,
화해,이니스프리,블랙티 앰플 30ml + 기프트 (블랙티 앰플 7ml),94,스킨케어,에센스_앰플_세럼,,4.43,1466,28800.0,
화해,아이오페,레티놀 슈퍼 바운스 세럼 50ml,95,스킨케어,에센스_앰플_세럼,,4.55,210,74700.0,
화해,비플레인,시카풀 앰플 30ml,96,스킨케어,에센스_앰플_세럼,,4.32,13561,16800.0,
화해,리얼베리어,시카릴리프Rx 페이드인 세럼 50ml 2개,97,스킨케어,에센스_앰플_세럼,,4.5,720,49900.0,
화해,듀이트리,AC 딥 흔적 진정 앰플 기획세트 60ml,98,스킨케어,에센스_앰플_세럼,,4.63,103,15600.0,
화해,피지오겔,데일리뮨 앰플,99,스킨케어,에센스_앰플_세럼,,4.45,437,25000.0,
화해,화음,갈락토미세스 데일리 부스터 세럼 50ml,100,스킨케어,에센스_앰플_세럼,,4.57,341,22400.0,
화해,에센허브,티트리 100 오일 20ml,1,스킨케어,페이스오일,,4.45,4191,24900.0,
화해,에스네이처,호호바오일 30ml,2,스킨케어,페이스오일,,4.71,506,15900.0,
화해,블랑네이처,5배 고농축 매직 티트리 오일 대용량 20ML,3,스킨케어,페이스오일,,4.59,650,19880.0,
화해,결하우스,스킨 베리어 호호바 오일 50ml,4,스킨케어,페이스오일,,4.75,418,39840.0,
화해,데저트에센스,100% 퓨어 호호바 오일 59ml,5,스킨케어,페이스오일,,4.46,6818,14500.0,
화해,일리윤,일리윤 레드이치 케어오일 200ml 1입,6,스킨케어,페이스오일,,4.7,488,17900.0,
화해,코스알엑스,더 레티놀 0.5 오일 20ml (2개입),7,스킨케어,페이스오일,,4.54,779,40000.0,
화해,시드물,자연산 냉압착 호호바 오일 12ml,8,스킨케어,페이스오일,,4.37,1639,6500.0,
화해,벨로즈,벨로즈 유기농 호호바 오일 120ml,9,스킨케어,페이스오일,,4.84,63,26900.0,
화해,원씽,유기농 호호바 오일 50ml,10,스킨케어,페이스오일,,4.66,364,17500.0,
화해,스킨아이,내추럴 발효동백 페이스오일 100 20ml,11,스킨케어,페이스오일,,4.41,2530,12900.0,
화해,라보니따,라보니따 바이탈 스쿠알란 오일 30ml,12,스킨케어,페이스오일,,4.72,190,14900.0,
화해,아로마티카,유기농 네롤리 브라이트닝 페이셜 오일,13,스킨케어,페이스오일,,4.7,10,30000.0,
화해,로벡틴,인텐스 글로우 오일 30ml,14,스킨케어,페이스오일,,4.82,44,39000.0,
화해,코코케어,100% 내추럴 호호바 오일 60ml,15,스킨케어,페이스오일,,4.69,108,17600.0,
화해,나우푸드,유기농 호호바 오일 100% 퓨어,16,스킨케어,페이스오일,,4.38,1434,20000.0,
화해,눅스,윌 프로디쥬스 멀티 오일 [리치],17,스킨케어,페이스오일,,4.21,199,56000.0,
화해,에센허브,호호바 100 오일 60ml,18,스킨케어,페이스오일,,4.66,127,21900.0,
화해,바이오더마,아토덤 투 인 원 오일,19,스킨케어,페이스오일,,4.45,22,49000.0,
화해,눅스,윌 프로디쥬스 멀티 오일 [플로럴],20,스킨케어,페이스오일,,4.46,28,35000.0,
화해,데저트에센스,100% 오가닉 호호바 오일 118ml,21,스킨케어,페이스오일,,4.62,107,22500.0,
화해,셀비엔,호호바 오일,22,스킨케어,페이스오일,,4.67,49,19800.0,
화해,다비다,인텐시브 인퓨전 캐비아 오일,23,스킨케어,페이스오일,,4.55,136,46800.0,
화해,아로마티카,유기농 로즈힙 오일,24,스킨케어,페이스오일,,4.24,660,30000.0,
화해,시드물,냉압착 호호바 오일,25,스킨케어,페이스오일,,4.29,456,16300.0,
화해,눅스,윌 프로디쥬스 멀티 오일 [드라이],26,스킨케어,페이스오일,,4.7,20,25000.0,
화해,셀비엔,로즈힙 오일 100ml,27,스킨케어,페이스오일,,4.74,58,19800.0,
화해,아로마티카,티트리 53 블레미쉬 스팟,28,스킨케어,페이스오일,,4.57,434,18000.0,
화해,셀비엔,[1+1] 진짜 동백씨앗 오일 10ml,29,스킨케어,페이스오일,,4.58,209,18000.0,
화해,겔랑,아베이 로얄 어드밴스드 유쓰 워터리 오일,30,스킨케어,페이스오일,,4.37,241,79000.0,
화해,보나쥬르,유기농 티트리 오일 10ml,31,스킨케어,페이스오일,,4.39,349,10900.0,
화해,시크릿플랜트,유기농 티트리 오일 100 10ml,32,스킨케어,페이스오일,,4.35,592,13500.0,
화해,티르티르,호호바 오일,33,스킨케어,페이스오일,,4.59,256,20000.0,
화해,상떼,엘솔 호호바오일,34,스킨케어,페이스오일,,4.7,23,40000.0,
화해,코코케어,100% 내추럴 모로칸 아르간 오일 60ml,35,스킨케어,페이스오일,,4.6,10,20800.0,
화해,시드물,프리미엄 호호바 오일,36,스킨케어,페이스오일,,4.26,275,16300.0,
화해,리터니티,유기농 호호바오일 100%,37,스킨케어,페이스오일,,4.52,106,35000.0,
화해,디오디너리,100％ 오가닉 콜드-프레스드 로즈 힙 씨드 오일,38,스킨케어,페이스오일,,4.36,121,13600.0,
화해,핑크원더,호호바 오일,39,스킨케어,페이스오일,,4.42,188,68000.0,
화해,솔테라피,데일리 멀티 유즈 오일 250ml,40,스킨케어,페이스오일,,4.55,138,28000.0,
화해,시드물,자연산 티트리 에센셜 오일,41,스킨케어,페이스오일,,4.19,735,11800.0,
화해,JHP코스메틱,유기농 호호바 오일 100% 페이스오일 50ml+50ml 2개입,42,스킨케어,페이스오일,,4.58,24,22900.0,
화해,디오디너리,100% 오가닉 콜드-프레스드 모로칸 아르간 오일,43,스킨케어,페이스오일,,4.0,10,9300.0,
화해,프랑스와즈,프리미엄 유기농 호호바오일 골드 앰플 비정제 100%,44,스킨케어,페이스오일,,4.87,15,19800.0,
화해,아로마티카,티트리 그린 오일 30ml,45,스킨케어,페이스오일,,4.22,500,25000.0,
화해,쏘내추럴,시그니처 페이스 오일 30ml,46,스킨케어,페이스오일,,4.34,258,21000.0,
화해,시드물,자연산 냉압착 오일 [로즈힙],47,스킨케어,페이스오일,,4.27,195,12800.0,
화해,자연그대로,페이스동백오일,48,스킨케어,페이스오일,,4.5,324,12500.0,
화해,나드,에센셜 100 티트리 오일,49,스킨케어,페이스오일,,4.62,26,18000.0,
화해,클라랑스,페이스 트리트먼트 오일 [블루오키드],50,스킨케어,페이스오일,,4.11,238,83000.0,
화해,시드물,스킨소스 식물성 스쿠알란,51,스킨케어,페이스오일,,4.39,31,16800.0,
화해,이솝,다마스칸 로즈 페이셜 트리트먼트,52,스킨케어,페이스오일,,5.0,11,97000.0,
화해,더센트,스쿠알란 베리어 오일,53,스킨케어,페이스오일,,4.28,94,41800.0,
화해,아이오페,골든 글로우 페이스 오일,54,스킨케어,페이스오일,,4.14,188,42000.0,
화해,아로마티카,티트리 에센셜 오일,55,스킨케어,페이스오일,,4.41,17,18000.0,
화해,티아레,디 오리진 퓨어 오일 33ml,56,스킨케어,페이스오일,,4.53,237,36000.0,
화해,닥터올가,100 퓨어 타마누 라이트 오일 30ml,57,스킨케어,페이스오일,,4.39,360,19800.0,
화해,케어놀로지95,리블루 나이트 페이셜 오일 미니 15ml,58,스킨케어,페이스오일,,4.26,249,42000.0,
화해,바이오-오일,비건 스킨케어 오일 [내추럴],59,스킨케어,페이스오일,,4.63,49,11000.0,
화해,팜트리,더순한 아토 오일 200ml,60,스킨케어,페이스오일,,4.76,21,27900.0,
화해,더바디샵,티트리 오일,61,스킨케어,페이스오일,,4.69,26,16000.0,
화해,샤넬,르 블랑 헬씨라이트 크리에이터 오일,62,스킨케어,페이스오일,,4.82,17,168000.0,
화해,시드물,티트리 에센셜 오일 20,63,스킨케어,페이스오일,,4.53,32,9800.0,
화해,트릴로지,써티파이드 오가닉 로즈힙 오일,64,스킨케어,페이스오일,,4.15,932,53000.0,
화해,바이오-오일,스킨케어 오일,65,스킨케어,페이스오일,,4.04,297,16500.0,
화해,보나쥬르,유기농 호호바오일 12ml,66,스킨케어,페이스오일,,4.54,39,10800.0,
화해,다이브,릴렉싱 리추얼 페이스 오일 15ml,67,스킨케어,페이스오일,,4.69,51,41400.0,
화해,토니모리,더 블랙티 런던 클래식 오일 30ml,68,스킨케어,페이스오일,,4.26,224,33000.0,
화해,시드물,자연산 냉압착 오일 [아르간],69,스킨케어,페이스오일,,4.41,37,10900.0,
화해,네이처리퍼블릭,허브올로지 카모마일 퓨어 오일,70,스킨케어,페이스오일,,4.56,101,24000.0,
화해,비욘드,호호바 캐리어 오일,71,스킨케어,페이스오일,,4.46,57,24000.0,
화해,닥터올가,유기농 100% 호호바오일 30ml,72,스킨케어,페이스오일,,4.42,212,34300.0,
화해,모클리,오가닉 호호바 오일 드롭,73,스킨케어,페이스오일,,4.59,161,43000.0,
화해,동인비,1899 시그니처 오일,74,스킨케어,페이스오일,,4.63,104,120000.0,
화해,나인위시스,퓨어 페이스 오일 30ml,75,스킨케어,페이스오일,,4.41,140,21000.0,
화해,셀비엔,아르간 오일,76,스킨케어,페이스오일,,4.18,17,19800.0,
화해,아이소이,불가리안 로즈 인텐시브 에너자이징 오일,77,스킨케어,페이스오일,,4.18,22,48000.0,
화해,드렁크엘리펀트,버진 마룰라 럭셔리 페이셜 오일,78,스킨케어,페이스오일,,4.32,22,50000.0,
화해,달팡,카모마일 아로마틱 케어,79,스킨케어,페이스오일,,3.95,287,72000.0,
화해,바비브라운,엑스트라 리페어 너리싱 밀크 (오일밀크),80,스킨케어,페이스오일,,4.5,54,112000.0,
화해,유리피부,동백 페이스 오일,81,스킨케어,페이스오일,,4.58,74,27000.0,
화해,랑벨,랑바이오 오일,82,스킨케어,페이스오일,,4.31,216,58000.0,
화해,코코케어,100% 고보습 비타민 E 오일 15ml,83,스킨케어,페이스오일,,4.29,17,14400.0,
화해,시드물,타임 리벌즈드 페이셜 오일,84,스킨케어,페이스오일,,4.52,63,40800.0,
화해,시드물,스킨소스 타마누 오일,85,스킨케어,페이스오일,,4.14,237,12800.0,
화해,아이소이,네버 드라잉 얼티미트 오일,86,스킨케어,페이스오일,,4.5,10,248000.0,
